,Product
2480,Dasatinib Pharmadvice 
2481,"Dasatinib

  PharOS"
2482,"Dasatinib

  PharOS"
2483,"Dasatinib

  PharOS"
2484,"Dasatinib

  PharOS"
2485,"Dasatinib

  Sandoz"
2486,"Dasatinib

  Sandoz"
2487,"Dasatinib

  Sandoz"
2488,"Dasatinib

  Sandoz"
2489,"Dasatinib

  Teva"
2490,"Dasatinib

  Zentiva"
2491,Dasergin 
2492,Davercin
2493,Davercin
2494,Daxpamil
2495,"Daxpamil

  DUO"
2496,Daylette
2497,Dayrun
2498,"DC

  - Bar - Milve"
2499,"DC

  - Bar -DC"
2500,"Dcsloratadine

  Stada"
2501,"De

  - Nol"
2502,Deanxit
2503,Deanxit 
2504,Deavit
2505,"Deavit

  Neo"
2506,Decapeptyl
2507,"Decapeptyl

  Depot"
2508,Deep Heat Spray 
2509,"Deep

  Relief"
2510,"Deep

  Relief"
2511,Deexafree
2512,"Deferasirox

  Pharmasceience"
2513,"Deferasirox

  Pharmasceience"
2514,"Deferasirox

  Pharmasceience"
2515,"Deferasirox

  Synthon"
2516,"Deferasirox

  Synthon"
2517,"Deferasirox

  Synthon"
2518,"Deferasirox

  Teva"
2519,"Deferasirox

  Teva"
2520,"Deferasirox

  Teva"
2521,"Deferasirox

  Zentiva"
2522,"Deferasirox

  Zentiva"
2523,"Deferasirox

  Zentiva"
2524,"Deferasirox

  Zentiva"
2525,"Deferasirox

  Zentiva"
2526,"Deferasirox

  Zentiva"
2527,Definax
2528,Deflamol
2529,Degan
2530,Degan 
2531,"Dehydratin

  Neo"
2532,Dehydrazid
2533,Dehydrocortison
2534,Dekenor
2535,Dekenor
2536,Demephan
2537,Dentinox
2538,Dentocaine
2539,Dentocaine
2540,Dentokind 
2541,Depakine
2542,Depakine
2543,Depakine
2544,"Depakine

  Chrono"
2545,"Depakine

  Chrono"
2546,"Depo

  - Medrol"
2547,"Depo

  - Medrol"
2548,"Depo-Medrol

  with Lidocaine"
2549,Depoxat
2550,"Deprexor

  ER"
2551,"Deprexor

  ER"
2552,Dercin
2553,Dercin
2554,Dermazin
2555,Dermocort
2556,"Dermodrin

  Ointment"
2557,Dermovate
2558,Dermovate
2559,Desallergan
2560,Desferal 
2561,Desinobon
2562,Desirett
2563,"Desloratadin

  Zentiva"
2564,"Desloratadin

  Zentiva"
2565,"Desloratadin

  Zentiva"
2566,"Desloratadinc

  Stada"
2567,"Desloratadine

  Alvogen"
2568,"Desloratadine

  Alvogen"
2569,"Desloratadine

  Alvogen"
2570,"Desloratadine

  Alvogen"
2571,"Desloratadine

  Archie Samuel"
2572,"Desloratadine

  Cipla"
2573,"Desloratadine

  gsk"
2574,"Desloratadine

  Ibermedgen"
2575,"Desloratadine

  Ibermedgen"
2576,"Desloratadine

  Sopharma"
2577,"Desloratadine

  Sopharma"
2578,"Desloratadine

  Stada"
2579,"Desloratadine

  Teva"
2580,Desloratadine VP 
2581,Despra 
2582,Despra 
2583,Despra 
2584,Desybel
2585,Desybel
2586,Detralex
2587,Detrusitol
2588,Detrusitol
2589,"Dettol

  Med Wound Spray"
2590,"Devil`s

  Claw Pharmadvise"
2591,"Dex

  - Tobrin"
2592,Dexafree
2593,"Dexamethason

  KRKA"
2594,"Dexamethason

  KRKA"
2595,"Dexamethason

  KRKA"
2596,"Dexamethason

  KRKA"
2597,"Dexamethason

  KRKA"
2598,"Dexamethason

  Krka"
2599,"Dexamethasone

  Adipharm"
2600,"Dexamethasone

  Sopharma"
2601,Dexamphenicol
2602,Dexapolcort
2603,Dexason
2604,Dexaven
2605,Dexinal
2606,Dexketonal
2607,"Dexketoprofen

  - Tchaikapharma"
2608,"Dexketoprofen

  Rompharm"
2609,"Dexketoprofen

  Sandoz"
2610,Dexmedetomidine Kalceks 
2611,Dexofen
2612,"Dexofen

  Inject"
2613,"Dexofen

  sachet"
2614,DHC Continus 
2615,DHC Continus 
2616,Diab
2617,"Diab

  MR"
2618,"Diabezidum

  XL"
2619,Diabrezide
2620,Diafer
2621,Dialgin
2622,Dialgin
2623,Dialgin
2624,Dialgin
2625,"Dialgin

  Express"
2626,"Dialgin

  Junior"
2627,"Dialgin

  Kids"
2628,"Diane

  35"
2629,"Dianeal

  PD4 Glucose"
2630,"Dianeal

  PD4 Glucose"
2631,"Dianeal

  PD4 Glucose"
2632,"Diaprel

  MR"
2633,Diaprel MR 
2634,Diarostad 
2635,Diavobet
2636,"Diazepam

  Accord"
2637,"Diazepam

  Accord"
2638,"Diazepam

  Actavis"
2639,"Diazepam

  Actavis"
2640,"Diazepam

  G. L."
2641,"Diazepam

  G. L."
2642,"Diazepam

  Gerot"
2643,"Diazepam

  Gerot"
2644,"Diazepam

  Sopharma"
2645,Dibetix 
2646,Dibetix 
2647,Dibetix 
2648,Diclac
2649,Diclac
2650,Diclac
2651,Diclac 
2652,Diclac 
2653,"Diclac

  Max"
2654,Dicloabak
2655,Diclobak 
2656,"Diclofenac

  - Tchaikapharma"
2657,"Diclofenac

  50 Stada"
2658,"Diclofenac

  Duo"
2659,"Diclofenac

  VP"
2660,"Diclofenac

  VP"
2661,"Diclofenac

  VP"
2662,"Diclofenac

  Vramed"
2663,Dicloflex
2664,Dicloflex
2665,Dicloflex
2666,"Diclogenta

  Adipharm"
2667,Dicloneurovit 
2668,DICLOPRAM
2669,Dicloral
2670,DicloRapid
2671,Dicynone
2672,Dicynone
2673,Dicynone
2674,Dienille 
2675,Dienorette
2676,Diflazon
2677,Diflazon
2678,Diflazon
2679,Diflazon
2680,Diflazon
2681,Diflazon
2682,Diflucan
2683,Diflucan
2684,Diflucan
2685,Diftet 
2686,Diftetkok 
2687,"Diftetkok

  without preservative"
2688,Diglical
2689,"Diglical

  ER"
2690,"Digoxin

  NIHFI"
2691,"Digoxin

  Richter"
2692,"Digoxin

  Sopharma"
2693,Digoxin Sopharma 
2694,Digoxin-Richter
2695,"Dih

  Max"
2696,Dilacor
2697,Dilatrend
2698,Dilatrend
2699,Dilatrend
2700,Dilceren 
2701,"Dilceren

  Pro Infusione"
2702,Dilizolen
2703,Dilorym
2704,Dilorym
2705,Dilorym
2706,Dilorym
2707,Dilorym
2708,Dilorym
2709,"Diltiazem

  - Tchaikapharma"
2710,"Diltiazem

  - Tchaikapharma"
2711,"Diltiazem

  90 Retard"
2712,"Diltiazem

  Actavis"
2713,"Diltiazem

  Actavis"
2714,"Diltiazem

  Sopharma"
2715,"Dilzem

  25 mg Parenteral"
2716,"Dimenbydrinat

  Actavis"
2717,Dimenhydrinat
2718,Dimex
2719,Dinarex 
2720,Dioflavon 
2721,Dioket
2722,"Diosmin

  Hasco - Lek"
2723,Diovan
2724,Diovan
2725,Diovan 
2726,Diovan 
2727,Diovan 
2728,Dipax
2729,Dipeptiven
2730,Diphereline
2731,"Diphereline

  S.R."
2732,"Diphereline

  S.R."
2733,Dipinal 
2734,Dipinal 
2735,Dipperam
2736,Dipperam
2737,Dipperam
2738,"Dipperam

  HCT"
2739,Dipperam HCT 
2740,Dipperam HCT 
2741,Diprivan
2742,"Diprivan

  1%"
2743,Diprofos 
2744,Diprogenta
2745,Diprogenta
2746,Diprophos
2747,Diprosalic
2748,Diprosalic
2749,Diprosalic
2750,Diprosalic
2751,Diprosone
2752,Diprosone
2753,"Dipyridamol

  Actavis"
2754,Dironorm
2755,Dironorm
2756,Dironorm 
2757,Diroton
2758,Diroton
2759,Diroton
2760,Diroton
2761,Discus
2762,Diuretidin
2763,"Dobutamin

  Adimeda"
2764,"Docetaxel

  ""Ebewe"""
2765,"Docetaxel

  Actavis"
2766,"Docetaxel

  Actavis"
2767,"Docetaxel

  Actavis"
2768,"Docetaxel

  AqVida"
2769,"Docetaxel

  Bulgermed"
2770,"Docetaxel

  Ebewe"
2771,"Docetaxel

  HAEMATO"
2772,"Docetaxel

  Hospira"
2773,"Docetaxel

  Lek"
2774,"Docetaxel

  Mylan"
2775,Docetaxel Novamed 
2776,"Docetaxel

  Pfizer"
2777,Docetaxel Teva Generics 
2778,Docetaxel Teva Generics 
2779,Doloproct
2780,Doloproct
2781,DOLOREN
2782,DOLOREN
2783,Doloxib
2784,Doloxib
2785,Doloxib
2786,Doloxib
2787,Doltard
2788,Dona
2789,Donecept
2790,Donecept
2791,Donectil
2792,"Donepezil 

  Accord "
2793,"Donepezil 

  Accord "
2794,"Donepezil

  LPH"
2795,"Donepezil

  LPH"
2796,"Donepezil

  Sandoz"
2797,"Donepezil

  Sandoz"
2798,"Donepezil

  Sanovel"
2799,Donesyn
2800,Donesyn
2801,Donopa 
2802,"Dopamin

  Admeda"
2803,"Dopamin

  WZF"
2804,Dopegyt
2805,Dopezal
2806,Dopezal
2807,Doporison
2808,"Doppelherz

  Energie-Tonikum N"
2809,"Dorera

  SR"
2810,Doreta 
2811,Doreta 
2812,"Doreta

  SR"
2813,Dormicum
2814,Dormicum 
2815,Dormicum 
2816,Dormikind 
2817,Dormiplant 
2818,Dorsolol
2819,DortiZEX
2820,DorZEX
2821,"Dorzolol

  SD"
2822,Dorzoptol
2823,Dorzotimologen 
2824,Dostinex
2825,Dotagraf
2826,Dotagraf
2827,Dotarem
2828,Dotarem
2829,DOTAREM
2830,DOTAREM
2831,DOTAREM
2832,"Doxazosin

  - Tchaikapharma"
2833,"Doxazosin

  - Tchaikapharma"
2834,"Doxazosin

  Aurobindo"
2835,"Doxazosin

  Aurobindo"
2836,"Doxazosin

  Aurobindo"
2837,Doxazozin-Tchaikapharma
2838,Doxiproct
2839,Doxiproct
2840,"Doxiproct

  Plus"
2841,Doxium
2842,"Doxorubicin

  Accord"
2843,"Doxorubicin

  ACTAVIS"
2844,"Doxorubicin

  Ebewe"
2845,"Doxorubicin

  Mylan"
2846,"Doxorubicin

  Mylan"
2847,"Doxorubicin

  Stada"
2848,Doxycyclin Actavis 
2849,"Doxycyclin

  Stada"
2850,"Dr.Theiss

  Echinacea forte"
2851,Dretacen
2852,Dretacen
2853,Dretacen
2854,Driptane 
2855,"Dro

  Spaz"
2856,"Dro

  Spaz"
2857,"Dro

  Spaz"
2858,Dro Spaz Complex 
2859,Drosetil
2860,Drosetil 
2861,"Drospirenone/Ethinylestradiol

  Vale "
2862,"Drospirenone/Ethinylestradiol

  Vale "
2863,Drosunal
2864,"DROTAVERIN

  DS"
2865,"Drotaverin

  VP"
2866,Druniler
2867,Druniler
2868,Drytec
2869,Duac 
2870,Dublok
2871,Ducressa
2872,Dulasolan
2873,Dulasolan
2874,Dulcamara - Homaccord 
2875,Dulcolax
2876,Dulcolax
2877,Dulcolax Pico 
2878,Dulcosoft
2879,Dulodet
2880,Dulodet
2881,"Duloxetin

  Actavis"
2882,"Duloxetin

  Actavis"
2883,"Duloxetine

  Alvogen"
2884,"Duloxetine

  Alvogen"
2885,"Duloxetine

  Sandoz"
2886,"Duloxetine

  Sandoz"
2887,Duloxgamma 
2888,Duloxgamma 
2889,Duloxi
2890,Duloxi
2891,Duloxi
2892,Duloxi
2893,Dulsevia 
2894,Dulsevia 
2895,Dulsevia 
2896,Dunotrisin
2897,Duodart
2898,Duodopa
2899,Duokopt
2900,Duomox
2901,Duomox
2902,Duomox
2903,Duomox
2904,"Duosol

  With"
2905,"Duosol

  With"
2906,Duosol Without Potassium 
2907,Duphalac
2908,"Duphalac

  Fruit"
2909,Duphaston
2910,Duracef
2911,Duracef
2912,Duracef
2913,Dusodril
2914,Dusodril
2915,Dusopharm 
2916,Duspatalin 
2917,Duspatalin 
2918,Duspaverin
2919,Dutalan
2920,Dutamayl
2921,Dutaprostam
2922,"Dutastcride

  Ecopharm"
2923,"Dutasteride

  Accord"
2924,Dutasteride Cipla 
2925,"Dutasteride

  Regiomedica"
2926,Dutasteride Sandoz  
2927,"Dutasteride

  Teva"
2928,"Dutasteride/Tamuslosin

  Accord"
2929,"Dutasteride/Tamuslosin

  SPM"
2930,Dutrys
2931,Dutrzen
2932,Duxet
2933,Duxet
2934,Dylastine
2935,Dymista
2936,Dymolin
2937,Dynid
2938,Dysport
2939,Dysport
2940,Dystardis
2941,Dyvixarez
2942,
2943,"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.

  България"
2944,
2945,"търговско

  наименование:"
2946,
2947,Ebetrexat
2948,Ebetrexat 
2949,Ecclepia
2950,Ecdicin
2951,Echinacin Juice Madaus 
2952,Echinacin Liquidum Madaus 
2953,"Echinacin

  Madaus Capsetten"
2954,"Echinacin

  Madaus Salbe"
2955,"Echinacin

  Tablets Madaus"
2956,Ecobec
2957,Ecobec
2958,"Ecobec

  Easi-Breathe"
2959,"Ecobec

  Easi-Breathe"
2960,Ecodorm
2961,"Ecolicin

  Augensalbe"
2962,"Ecolicin

  Augentropfen"
2963,"Econazole

  Sopharma 1 %"
2964,"Ecosal

  Easi - Breathe"
2965,"Ecosal

  Inhaler"
2966,"Ecozid

  SR"
2967,Ecriten
2968,Edicin
2969,Edinimel
2970,Edinimel
2971,Edinimel
2972,Edinimel
2973,Edluar
2974,Edluar
2975,Edoflo
2976,Edoflo
2977,Edoflo
2978,Edronax
2979,"Efectin

  AR"
2980,"Efectin

  AR"
2981,"Efectin

  ER"
2982,"Efectin

  ER"
2983,"Efectin

  ER"
2984,Efestad
2985,Efestad 
2986,Efexiva
2987,Efexiva
2988,Efexiva XR 
2989,Efexiva XR 
2990,Efferalgan
2991,Efferalgan
2992,Efferalgan
2993,Efferalgan
2994,"Efferalgan

  Pediatric"
2995,"Efferalgan

  Vitamin C"
2996,Effortil
2997,Efisol
2998,Efisol
2999,Efisol
3000,Efloran
3001,Efluelda 
3002,Efudix
3003,Egilitax
3004,Egilok
3005,Egilok
3006,Egilok
3007,"Egilok

  R"
3008,"Egilok

  R"
3009,"Egilok

  Succ"
3010,"Egilok

  Succ"
3011,"Egilok

  Succ"
3012,"Egilok

  Succ"
3013,Egiramlon
3014,Egiramlon
3015,Egiramlon
3016,Egiramlon
3017,Egiramlon
3018,Egirizin
3019,Egirizin
3020,Egistrozol
3021,Egitecan
3022,Egitromb 
3023,Egolanza
3024,Egolanza
3025,Egolanza
3026,Egolanza
3027,Egolanza
3028,"ELAXA

  Pico"
3029,Elenium
3030,Elernap
3031,Elernap
3032,Elevit 
3033,Elicea 
3034,Elicea 
3035,Elicea 
3036,"Elicea

  Q-Tab"
3037,"Elicea

  Q-Tab"
3038,"Elicea

  Q-Tab"
3039,"Elicea

  Q-Tab"
3040,Elidel
3041,"Elify

  XR"
3042,"Elify

  XR"
3043,"Elify

  XR"
3044,Eligard
3045,Eligard
3046,Eligard
3047,Eliscardia 
3048,Eliscardia 
3049,Elisya
3050,Elitan 
3051,Elmetacin
3052,Elocom
3053,Elocom
3054,Elocom
3055,Eloine
3056,Eloryqa
3057,Eloryqa
3058,Eloryqa
3059,Eloryqa
3060,Elosalic
3061,Elosalic 
3062,Eloxatin
3063,Eloxatin
3064,Eloxatin
3065,Eloxatin
3066,Emanera
3067,Emanera
3068,Emetron
3069,Emla
3070,Emla
3071,Emoclot
3072,"Emoclot

  D.I."
3073,"Emoxen

  Gel"
3074,Emperin 
3075,Emperin 
3076,Emperin 
3077,Empressin
3078,"Emtricitabine/Tenofovir

  disoproxil Accordpharma"
3079,"Emtricitabine/Tenofovir

  Sandoz"
3080,"Emulsio

  Benzyl Benzoate 25%"
3081,"Emzok

  100 mg"
3082,"Emzok

  200 mg"
3083,"Emzok

  50 mg"
3084,Enafilzil
3085,Enafilzil
3086,Enafilzil
3087,Enahexal
3088,Enahexal
3089,Enahexal
3090,"Enalapril

  - Tchaikapharma"
3091,"Enalapril

  - Tchaikapharma"
3092,"Enalapril

  - Tchaikapharma"
3093,"Enalapril

  Actavis"
3094,"Enalapril

  Actavis"
3095,"Enalapril

  LaborMed Pharma"
3096,"Enalapril

  LaborMed Pharma"
3097,"Enalapril/Lercanidipine

  Accord"
3098,"Enalapril/Lercanidipine

  Accord"
3099,Enap
3100,Enap
3101,Enap
3102,Enap
3103,Enap
3104,Enap-HL
3105,Enap-HL
3106,Enap-HL
3107,ENCAPIA
3108,Endofalk
3109,Endotelon
3110,Endoxan
3111,Endoxan
3112,Endoxan
3113,Endoxan
3114,"Enelbin

  100 Retard"
3115,"Enema

  - Balkan"
3116,Energotrim
3117,Enetra
3118,Engerix В 
3119,Engerix В 
3120,Engystol
3121,Enhancin
3122,Enhancin
3123,Enhancin
3124,Enhancin
3125,Enpril
3126,Enpril
3127,Enpril 
3128,Enstilar
3129,"Entecavir

  Alvogen"
3130,"Entecavir

  Alvogen"
3131,"Entecavir

  KRKA"
3132,"Entecavir

  KRKA"
3133,"Entecavir

  Pharmascience International Ltd"
3134,"Entecavir

  Pharmascience International Ltd"
3135,Entera 
3136,Enterokind
3137,Enterol
3138,Enterol
3139,Enterol
3140,Enyde
3141,Eonic
3142,Eonic
3143,Eonic
3144,"Ephedrine

  Sopharma"
3145,"Ephedrinum

  Hydrochloricum"
3146,Ephyra 
3147,Ephyra 
3148,Ephyra 
3149,Ephyra 
3150,Ephyra 
3151,Epiduo
3152,"Epilan

  D"
3153,"Epilan

  D"
3154,"Epilan

  D-Gerot"
3155,Epiletam 
3156,Epiletam 
3157,Epiletam 
3158,Epiletam 
3159,Epilexan 
3160,Epimaxan
3161,Epimaxan
3162,Epimaxan
3163,Epimaxan
3164,Epimil
3165,Epimil
3166,Epimil
3167,EpiPen
3168,"EpiPen

  Junior"
3169,"EpiPen

  Junior"
3170,"Epirubicin

  Ebewe"
3171,"Epirubicin

  ESP Pharma"
3172,"Epirubicin

  Kabi"
3173,"Epirubicin

  Kabi"
3174,"Epirubicin

  Mylan"
3175,Episindan
3176,Episindan
3177,Episindan 
3178,Epitrigine
3179,Epitrigine
3180,Epitrigine
3181,Epitrigine
3182,Epitrigine
3183,Epitrigine
3184,"Eplerenone

  Accord"
3185,"Eplerenone

  Accord"
3186,"Eplerenone

  STADA"
3187,"Eplerenone

  STADA"
3188,Eplerium
3189,Eplerium
3190,Eprex
3191,Eprex
3192,Eprex
3193,Eprex
3194,Eprex
3195,Eprex 
3196,Eprex 
3197,Eprex 
3198,Eprilexan
3199,Eprilexan 
3200,Eprilexan 
3201,Eprеx 
3202,"Eptifibatide

  Mylan"
3203,"Eptifibatide

  Mylan"
3204,"Eptifibatide

  Strides"
3205,"Eptifibatide

  Strides"
3206,"Equiseti

  Herba"
3207,Equoral
3208,Equoral
3209,Equoral
3210,Equoral
3211,Erazaban
3212,"Ercefuryl

  200 mg"
3213,Erdomed
3214,Erdomed
3215,Erdomed
3216,Erdomed
3217,Erdomed
3218,Erdomed 
3219,Erelan
3220,Ergotop
3221,Eridanus
3222,Eridanus
3223,"Erlotinib

  Actavis"
3224,"Erlotinib

  Actavis"
3225,"Erlotinib

  Actavis"
3226,Erlotinib Heaton 
3227,Erlotinib Heaton 
3228,"Erlotinib

  KRKA"
3229,"Erlotinib

  KRKA"
3230,"Erlotinib

  KRKA"
3231,"Erlotinib

  Pharmadvice"
3232,"Erlotinib

  Pharmadvice"
3233,"Erlotinib

  Pharmadvice"
3234,"Erlotinib

  Sandoz"
3235,"Erlotinib

  Sandoz"
3236,"Erlotinib

  Sandoz"
3237,"Erlotinib

  Teva"
3238,"Erlotinib

  Teva"
3239,"Erlotinib

  Teva B.V."
3240,"Erlotinib

  Teva B.V."
3241,"Erlotinib

  Zentiva"
3242,"Erlotinib

  Zentiva"
3243,"Erlotinib

  Zentiva"
3244,Erolin
3245,Erolin
3246,Eroton
3247,Eroton
3248,Eroton
3249,"Ery-Diolan

  200"
3250,Erythran
3251,Erythran
3252,Erythran
3253,Erythran
3254,Erythran
3255,Erythran
3256,Esbericum
3257,Esberitox
3258,Esberitox Family 
3259,"Esberitox

  Forte"
3260,Esberitox N 
3261,Esberitox N 
3262,Esberitox N 
3263,Esberitox N 
3264,Esberitox N 
3265,Escalar
3266,Escapelle
3267,Escepram 
3268,Escipram 
3269,Escipram 
3270,Escitacon
3271,Escitalon
3272,Escitalon
3273,Escitalon
3274,Escitalon
3275,"Escitalopram

  - Teva"
3276,"Escitalopram

  - Teva"
3277,Escitalopram - Teva 
3278,Escitalopram - Teva 
3279,Escitalopram - Teva 
3280,"Escitalopram

  - Vera"
3281,"Escitalopram

  - Vera"
3282,"Escitalopram

  - Vera"
3283,"Escitalopram

  - Vera"
3284,"Escitalopram

  Accord"
3285,"Escitalopram

  Cipla"
3286,"Escitalopram

  Cipla"
3287,"Escitalopram

  Cipla"
3288,"Escitalopram

  Pliva"
3289,"Escitalopram

  Pliva"
3290,Escitasan
3291,Escitasan
3292,Escitil
3293,Escitil
3294,Escitil
3295,Escitil
3296,Escitotab
3297,Escitotab
3298,Escitotab
3299,Eslibon 
3300,Eslibon 
3301,Eslibon 
3302,Eslibon 
3303,Eslotin
3304,Esmerol
3305,Esmerol
3306,Esmeron
3307,Esogno
3308,Esogno
3309,Esogno
3310,Esomecid
3311,Esomecid
3312,"Esomeprazol

  Genericon"
3313,"Esomeprazol

  Genericon"
3314,"Esomeprazole

  - Tchaikapharma"
3315,"Esomeprazole

  Accord"
3316,"Esomeprazole

  Cipla"
3317,"Esomeprazole

  Cipla"
3318,"Esomeprazole

  Ecopharm"
3319,"Esomeprazole

  Ecopharm"
3320,"Esomeprazole

  GENERICON"
3321,"Esomeprazole

  Hospira"
3322,"Esomeprazole

  Polpharma"
3323,"Esomeprazole

  Ranbaxy"
3324,"Esomeprazole

  Ranbaxy"
3325,"Esomeprazole

  Teva"
3326,Esopragen
3327,Esopragen
3328,Esoprex
3329,Esoprex 
3330,Esoprex 
3331,Esoprex 
3332,Esoprex 
3333,Esoprex 
3334,Esoprex 
3335,Esperal
3336,Espiro
3337,Espiro
3338,Esprital
3339,Esprital 
3340,Esprolan
3341,Esprolan
3342,Espumisan
3343,"Espumisan

  Comfort"
3344,"Espumisan

  L"
3345,Esram
3346,Esram
3347,Essentiale 
3348,Essentiale Express 
3349,"Essentiale

  forte N"
3350,"Essentiale

  Max"
3351,Essobel
3352,Essobel
3353,Estaq
3354,Estaq
3355,Estaq
3356,"Estmar

  20 "
3357,"Estmar

  30 "
3358,"Estracomb

  TTS"
3359,"Estraderm

  TTS 50"
3360,Estrofem
3361,"Estrofem

  1 mg"
3362,"Estrofem

  2 mg"
3363,Estronorm
3364,Esylya
3365,Etacid
3366,Etanorden 
3367,"Ethacridine

  Lactate 0,1%"
3368,"Ethacridine

  Lactate Toni - M"
3369,Ethambutol 
3370,"Ethambutol

  Sopharma 250 MG"
3371,"Ethinylestradiol

  Drospirenone"
3372,Ethinylestradiol/Drospirenone
3373,"Ethinylestradiol/Drospirenone

  Leon Farma"
3374,"Ethinylestradiol/Drospirenone

  Leon Farma"
3375,"Ethinylestradiol/Drospirenone

  Leon Farma"
3376,"Ethinylestradiol/Drospirenone

  Leon Farma"
3377,Ethylex
3378,Etilefrine
3379,"Etilefrine

  Sopharma"
3380,Etiyone
3381,Etodin
3382,"Etodin

  Fort"
3383,"Etodin

  SR"
3384,Etomidate-Lipuro
3385,Etopophos
3386,Etoposide
3387,"Etoposide

  Accord"
3388,"Etoposide

  Actavis"
3389,"Etoposide

  Ebewe"
3390,"Etoposide

  ESP Pharma"
3391,Etoposide-Teva
3392,Etopro
3393,"Etoricoxib

  Actavis"
3394,"Etoricoxib

  Actavis"
3395,"Etoricoxib

  Actavis"
3396,"Etoricoxib

  Actavis"
3397,"Etoricoxib

  Sandoz"
3398,"Etoricoxib

  Sandoz"
3399,"Etoricoxib

  Sandoz"
3400,"Etoricoxib

  Sandoz"
3401,"Etoricoxib

  Teva"
3402,"Etoricoxib

  Teva"
3403,Etoricoxib Teva 
3404,Etoricoxib Teva 
3405,Etoristad
3406,Etoristad
3407,Etoristad
3408,Etoristad
3409,Etosid
3410,Etosid
3411,Etrixenal
3412,Etrixenal 
3413,Etruzil
3414,Eubioflor 
3415,Eucarbon 
3416,Eucol
3417,Eunervina
3418,Euphorbium Compositum 
3419,"Euphorbium

  Compositum S"
3420,Eurespal
3421,Eurespal
3422,Eurespal
3423,Euthyrox
3424,Euthyrox
3425,Euthyrox
3426,Euthyrox
3427,Euthyrox
3428,Euvascor
3429,Euvascor
3430,Euvascor
3431,Euvascor
3432,Euvascor
3433,"Euvax

  B"
3434,"Euvax

  B"
3435,"Everio

  Airmaster"
3436,"Everio

  Airmaster"
3437,"Everio

  Airmaster"
3438,"Everolimus

  Alvogen"
3439,"Everolimus

  Alvogen"
3440,"Everolimus

  Alvogen"
3441,"Everolimus

  Krka"
3442,"Everolimus

  Krka"
3443,"Everolimus

  Krka"
3444,"Everolimus

  Mylan"
3445,"Everolimus

  Mylan"
3446,"Everolimus

  Mylan"
3447,"Everolimus

  Sandoz"
3448,"Everolimus

  Sandoz"
3449,"Everolimus

  Teva"
3450,Evertas
3451,Evertas
3452,Eviana
3453,"Evorolimus

  Pharmazac"
3454,"Evorolimus

  Pharmazac"
3455,"Evorolimus

  Pharmazac"
3456,Evvofex
3457,Ewofex
3458,Excedrin 
3459,Excloza
3460,Excloza
3461,Exelring
3462,Exemecon
3463,"Exemestane

  Accord"
3464,"Exemestane

  Actavis"
3465,"Exemestane

  Alvogen"
3466,"Exemestane

  Glenmarkpharma"
3467,"Exemestane

  Pharmacenter"
3468,Exemestane Sandoz 
3469,Exestralan
3470,Exoderil
3471,Exoderil
3472,Exoderil Maxi Lak 
3473,Exomax
3474,"Exorolfin

  Lak"
3475,"Exosurf

  Neonatal"
3476,"Expectorans

  N5"
3477,Explemed
3478,Explemed
3479,Explemed
3480,Explemed
3481,"Explemed

  Rapid"
3482,"Explemed

  Rapid"
3483,"Explemed

  Rapid"
3484,"Explemed

  Rapid"
3485,Extralgin
3486,Extralgin 
3487,"Extralgin

  Cold"
3488,"Extralgin

  Hot Dring"
3489,Extraneal 
3490,Extraneal Clear - Flex 
3491,E-Z-Cat
3492,"Ezehron

  Duo"
3493,"Ezehron

  Duo"
3494,"Ezehron

  Duo"
3495,Ezen
3496,"Ezetimibe

  Actavis"
3497,Ezetimibe Adamed 
3498,"Ezetimibe

  Uriach"
3499,Ezetrol
3500,EZ-HD
3501,
3502,"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.

  България"
3503,
3504,"търговско

  наименование:"
3505,
3506,"Famotidine

  Alkaloid"
3507,"Famotidine

  Alkaloid"
3508,"Famotidine

  Alkaloid"
3509,"Famotidine

  Medica"
3510,"Famotidine

  Sopharma"
3511,"Famotidine

  Sopharma"
3512,Famultran
3513,Famultran
3514,Fanhdi
3515,Fanhdi
3516,Fanhdi
3517,Faringobloc
3518,Faringosept
3519,Farlutal
3520,"Farlutal

  Depot"
3521,"Farmorubicin

  PFS"
3522,"Farmorubicin

  RD"
3523,"Farmorubicin

  RD"
3524,Fasigyn
3525,"Fastum

  GEL"
3526,Favynd
3527,Fayton
3528,Fayton
3529,FDG/Biokosmos
3530,Febustad
3531,Febustad
3532,"Febuxostat

  Actavis"
3533,"Febuxostat

  Actavis"
3534,"Febuxostat

  Pharmascience"
3535,"Febuxostat

  Pharmascience"
3536,"Febuxostat

  Universal Farma"
3537,"Febuxostat

  Universal Farma"
3538,Febuxostat Zentiva 
3539,Febuxostat Zentiva 
3540,Feiba
3541,Feiba
3542,"Feiba

  NF"
3543,"Feiba

  NF"
3544,Felicipin 
3545,Felicipin 
3546,"Felodipine

  - Tchaikapharma"
3547,"Felodipine

  - Tchaikapharma"
3548,"Felodipine

  - Tchaikapharma"
3549,FeloHEXAL
3550,FeloHEXAL
3551,Feloran
3552,Feloran
3553,Feloran
3554,"Feloran

  Actavis"
3555,"Feloran

  Actavis"
3556,"Feloran

  Forte"
3557,Femara
3558,"Femicur

  N "
3559,Femoden
3560,Femoston
3561,"Femoston

  Conti"
3562,Fendastad
3563,Fendastad
3564,Fendastad
3565,Fendastad
3566,Fenistil
